"","URL","Rate","NameResort","Stars","Km.Freeride","Continent","Country","State.Province","Altitude","Easy","Intermediate","Difficult","Adult","Currency","Ski.resort.size","Slope.offering..variety.of.runs.","Lifts.and.cable.cars","Snow.reliability","Access..on.site.parking.","Orientation..trail.map..information.boards..sign.postings..","Cleanliness.and.hygiene","Environmentally.friendly.ski.operation","Mountain.restaurants..ski.huts..gastronomy.","Après.ski","Accommodation.offering.directly.at.the.slopes.and.lifts","Families.and.children","Beginners","Snow.parks","Cross.country.skiing.and.trails","country","latitude","longitude","Total.Kms"
"211","http://www.skiresort.info/ski-resort/forsteralm-waidhofen-an-der-ybbs/",2.3,"forsteralm-waidhofen-an-der-ybbs",0,0,"Europe","Austria","Upper Austria (Oberosterreich)",1078,10,4,2,"29","European Euro","2,3",2.6,"2,2",0,"","","","","","","","","","","","AT",47.516231,14.550072,16
"212","http://www.skiresort.info/ski-resort/frauenstaffl-ulrichsberg-waidhofen-an-der-thaya/",0,"frauenstaffl-ulrichsberg-waidhofen-an-der-thaya",0,0,"Europe","Austria","Lower Austria (Niederosterreich)",600,0.8,0,0,"0","-","",0,"",0,"","","","","","","","","","","","AT",47.516231,14.550072,0
"213","http://www.skiresort.info/ski-resort/freistadt/",0,"freistadt",0,0,"Europe","Austria","Upper Austria (Oberosterreich)",675,0.5,0,0,"0","-","",0,"",0,"","","","","","","","","","","","AT",47.516231,14.550072,0
"214","http://www.skiresort.info/ski-resort/furtnerlifts-rohr-im-gebirge/",1.5,"furtnerlifts-rohr-im-gebirge",0,0,"Europe","Austria","Lower Austria (Niederosterreich)",927,1.5,1.5,0.9,"24","European Euro","1,5",1.8,"1,4",0,"","","","","","","","","","","","AT",47.516231,14.550072,3
"215","http://www.skiresort.info/ski-resort/gaaler-lifte-gaal/",1.7,"gaaler-lifte-gaal",0,0,"Europe","Austria","Styria (Steiermark)",1230,3,2,1,"32","European Euro","1,7",2,"2,8",0,"","","","","","","","","","","","AT",47.516231,14.550072,6
"216","http://www.skiresort.info/ski-resort/gaberlplankogel-salla-maria-lankowitz/",1.3,"gaberlplankogel-salla-maria-lankowitz",0,0,"Europe","Austria","Styria (Steiermark)",1600,1.2,0,0,"25","European Euro","1,3",1,"1,4",0,"","","","","","","","","","","","AT",47.516231,14.550072,1
"217","http://www.skiresort.info/ski-resort/gaisrueckleiten-wiesen/",1.1,"gaisrueckleiten-wiesen",0,0,"Europe","Austria","Burgenland",380,0.3,0,0,"0","-","1,1",1,"1,5",0,"","","","","","","","","","","","AT",47.516231,14.550072,0
"218","http://www.skiresort.info/ski-resort/gedersberg-seiersberg/",1.1,"gedersberg-seiersberg",0,0,"Europe","Austria","Styria (Steiermark)",403,0.3,0,0,"17","European Euro","1,1",1,"1,0",0,"","","","","","","","","","","","AT",47.516231,14.550072,0
"219","http://www.skiresort.info/ski-resort/geigenbuehel/",1.3,"geigenbuehel",0,0,"Europe","Austria","Tyrol (Tirol)",1230,1.5,0,0,"28","European Euro","1,3",1,"1,5",0,"","","","","","","","","","","","AT",47.516231,14.550072,1
"220","http://www.skiresort.info/ski-resort/gerlossteinramsberg-hainzenberg/",2,"gerlossteinramsberg-hainzenberg",0,2,"Europe","Austria","Tyrol (Tirol)",1836,1,8,1,"52","European Euro","2,0",3,"2,0",3,"3,0","4,0","4,0","4,0","3,0","2,0","3,0","3,0","2,0","1,0","1,0","AT",47.516231,14.550072,10
"221","http://www.skiresort.info/ski-resort/gfoellberglift-holzgau/",1.3,"gfoellberglift-holzgau",0,0,"Europe","Austria","Tyrol (Tirol)",1329,1.5,1,0,"33","European Euro","1,3",1.3,"1,4",0,"","","","","","","","","","","","AT",47.516231,14.550072,2
"222","http://www.skiresort.info/ski-resort/glasenberg-maria-neustift/",1.5,"glasenberg-maria-neustift",0,0,"Europe","Austria","Upper Austria (Oberosterreich)",971,3,1,0,"14","European Euro","1,5",1.5,"1,5",0,"","","","","","","","","","","","AT",47.516231,14.550072,4
"223","http://www.skiresort.info/ski-resort/goellerlifts-gscheid-st-aegyd-am-neuwalde/",0,"goellerlifts-gscheid-st-aegyd-am-neuwalde",0,0,"Europe","Austria","Lower Austria (Niederosterreich)",1400,1,3,0,"23","European Euro","",0,"",0,"","","","","","","","","","","","AT",47.516231,14.550072,4
"224","http://www.skiresort.info/ski-resort/gramais/",0,"gramais",0,0,"Europe","Austria","Tyrol (Tirol)",1380,0.2,0,0,"0","-","",0,"",0,"","","","","","","","","","","","AT",47.516231,14.550072,0
"225","http://www.skiresort.info/ski-resort/graukogel-bad-gastein/",2.2,"graukogel-bad-gastein",0,0,"Europe","Austria","Salzburg (Salzburger Land)",2007,3.5,6.4,2,"36","European Euro","2,2",2.5,"2,8",0,"","","","","","","","","","","","AT",47.516231,14.550072,11
"226","http://www.skiresort.info/ski-resort/gries-laengenfeld/",1.1,"gries-laengenfeld",0,0,"Europe","Austria","Tyrol (Tirol)",1700,0.5,0,0,"0","-","1,1",1,"1,4",0,"","","","","","","","","","","","AT",47.516231,14.550072,0
"227","http://www.skiresort.info/ski-resort/griminitzen-kirchbach/",1.3,"griminitzen-kirchbach",0,0,"Europe","Austria","Carinthia (Karnten)",460,1,0,0,"9","European Euro","1,3",1,"1,5",0,"","","","","","","","","","","","AT",47.516231,14.550072,1
"228","http://www.skiresort.info/ski-resort/groellerkopf-uebersaxen/",1.5,"groellerkopf-uebersaxen",0,0,"Europe","Austria","Vorarlberg",1200,1.5,1.5,0,"19","European Euro","1,5",1.5,"1,4",0,"","","","","","","","","","","","AT",47.516231,14.550072,3
"229","http://www.skiresort.info/ski-resort/gruenberg-obsteig/",1.3,"gruenberg-obsteig",0,0,"Europe","Austria","Tyrol (Tirol)",1102,1,0.3,0,"18","European Euro","1,3",1.3,"1,5",0,"","","","","","","","","","","","AT",47.516231,14.550072,1
"230","http://www.skiresort.info/ski-resort/grunholzlift-au/",1.3,"grunholzlift-au",0,0,"Europe","Austria","Vorarlberg",900,1,0,0,"0","-","1,3",1,"1,5",0,"","","","","","","","","","","","AT",47.516231,14.550072,1
"231","http://www.skiresort.info/ski-resort/gut-enghagen-rossleithen/",0,"gut-enghagen-rossleithen",0,0,"Europe","Austria","Upper Austria (Oberosterreich)",690,0.5,0,0,"0","-","",0,"",0,"","","","","","","","","","","","AT",47.516231,14.550072,0
"232","http://www.skiresort.info/ski-resort/haeselgehr/",1,"haeselgehr",0,0,"Europe","Austria","Tyrol (Tirol)",1025,0.2,0,0,"0","-","1,0",1,"1,0",0,"","","","","","","","","","","","AT",47.516231,14.550072,0
"233","http://www.skiresort.info/ski-resort/hagenberglifte-sulzberg/",1.5,"hagenberglifte-sulzberg",0,0,"Europe","Austria","Vorarlberg",930,0.2,4.2,0,"22","European Euro","1,5",1.5,"1,4",0,"","","","","","","","","","","","AT",47.516231,14.550072,4
"234","http://www.skiresort.info/ski-resort/hahnbaum-st-johann-im-pongau/",1.6,"hahnbaum-st-johann-im-pongau",0,0,"Europe","Austria","Salzburg (Salzburger Land)",1128,0.2,3.2,0,"36","European Euro","1,6",1.6,"2,7",0,"","","","","","","","","","","","AT",47.516231,14.550072,3
"235","http://www.skiresort.info/ski-resort/hallstatt/",0,"hallstatt",0,0,"Europe","Austria","Upper Austria (Oberosterreich)",580,0.3,0,0,"0","-","",0,"",0,"","","","","","","","","","","","AT",47.516231,14.550072,0
"236","http://www.skiresort.info/ski-resort/hammerbodenlift-grossreifling-landl/",1.1,"hammerbodenlift-grossreifling-landl",0,0,"Europe","Austria","Styria (Steiermark)",520,0.4,0,0,"0","-","1,1",1,"1,0",0,"","","","","","","","","","","","AT",47.516231,14.550072,0
"237","http://www.skiresort.info/ski-resort/hansberg-st-johann-am-wimberg/",1.3,"hansberg-st-johann-am-wimberg",0,0,"Europe","Austria","Upper Austria (Oberosterreich)",850,0.5,0.5,0,"19,90","European Euro","1,3",1.3,"1,4",0,"","","","","","","","","","","","AT",47.516231,14.550072,1
"238","http://www.skiresort.info/ski-resort/hartmannsdorf/",0,"hartmannsdorf",0,0,"Europe","Austria","Styria (Steiermark)",405,0.4,0,0,"0","-","",0,"",0,"","","","","","","","","","","","AT",47.516231,14.550072,0
"239","http://www.skiresort.info/ski-resort/hauereck-st-kathrein-am-hauenstein/",1.7,"hauereck-st-kathrein-am-hauenstein",0,0,"Europe","Austria","Styria (Steiermark)",1305,2,2,1,"30","European Euro","1,7",2,"3,8",0,"","","","","","","","","","","","AT",47.516231,14.550072,5
"240","http://www.skiresort.info/ski-resort/hausberglift-waidring/",1,"hausberglift-waidring",0,1,"Europe","Austria","Tyrol (Tirol)",900,1.5,0,0,"27","European Euro","1,0",1,"1,0",3,"3,0","1,0","4,0","4,0","2,0","2,0","2,0","3,0","4,0","3,0","4,0","AT",47.516231,14.550072,1
"241","http://www.skiresort.info/ski-resort/heidialm-skipark-falkert/",2.1,"heidialm-skipark-falkert",0,0,"Europe","Austria","Carinthia (Karnten)",2107,3,8,0,"27,50","European Euro","2,1",2.1,"1,5",0,"","","","","","","","","","","","AT",47.516231,14.550072,11
"242","http://www.skiresort.info/ski-resort/heumoeser-ebnit-dornbirn/",0,"heumoeser-ebnit-dornbirn",0,0,"Europe","Austria","Vorarlberg",1250,0,3,0,"17,60","European Euro","",0,"",0,"","","","","","","","","","","","AT",47.516231,14.550072,3
"243","http://www.skiresort.info/ski-resort/hinterfeld-moesern-telfs/",1.1,"hinterfeld-moesern-telfs",0,0,"Europe","Austria","Tyrol (Tirol)",1265,0.3,0,0,"0","-","1,1",1,"1,5",0,"","","","","","","","","","","","AT",47.516231,14.550072,0
"244","http://www.skiresort.info/ski-resort/hinterreit-saalfelden-am-steinernen-meer/",1.7,"hinterreit-saalfelden-am-steinernen-meer",0,0,"Europe","Austria","Salzburg (Salzburger Land)",1125,3,2,0,"33","European Euro","1,7",1.7,"1,5",0,"","","","","","","","","","","","AT",47.516231,14.550072,5
"245","http://www.skiresort.info/ski-resort/hirnkopf-flattnitz-gloednitz/",2.2,"hirnkopf-flattnitz-gloednitz",0,0,"Europe","Austria","Carinthia (Karnten)",1840,7,2,4,"28","European Euro","2,2",2.5,"2,6",0,"","","","","","","","","","","","AT",47.516231,14.550072,13
"246","http://www.skiresort.info/ski-resort/hittisberg-hittisau/",1.3,"hittisberg-hittisau",0,0,"Europe","Austria","Vorarlberg",1000,1,0.9,0,"16","European Euro","1,3",1.3,"1,5",0,"","","","","","","","","","","","AT",47.516231,14.550072,1
"247","http://www.skiresort.info/ski-resort/hochbaerneck-st-anton-an-der-jessnitz/",0,"hochbaerneck-st-anton-an-der-jessnitz",0,0,"Europe","Austria","Lower Austria (Niederosterreich)",1100,3,2,0,"16","European Euro","",0,"",0,"","","","","","","","","","","","AT",47.516231,14.550072,5
"248","http://www.skiresort.info/ski-resort/hochhaederich-hittisau/",2,"hochhaederich-hittisau",0,0,"Europe","Austria","Vorarlberg",1600,3.5,5,2,"31","European Euro","2,0",2.3,"2,0",0,"","","","","","","","","","","","AT",47.516231,14.550072,10
"249","http://www.skiresort.info/ski-resort/hochkeil-am-hochkoenig/",1.9,"hochkeil-am-hochkoenig",0,0,"Europe","Austria","Salzburg (Salzburger Land)",1783,3,3,2,"38,50","European Euro","1,9",2.3,"1,5",0,"","","","","","","","","","","","AT",47.516231,14.550072,8
"250","http://www.skiresort.info/ski-resort/hochlecken-neukirchen-altmuenster/",1.5,"hochlecken-neukirchen-altmuenster",0,0,"Europe","Austria","Upper Austria (Oberosterreich)",1150,2,1,1,"17","European Euro","1,5",1.9,"1,4",0,"","","","","","","","","","","","AT",47.516231,14.550072,4
"251","http://www.skiresort.info/ski-resort/hochlitten-riefensberg/",1.5,"hochlitten-riefensberg",0,0,"Europe","Austria","Vorarlberg",1200,1,2,0,"28","European Euro","1,5",1.5,"1,5",0,"","","","","","","","","","","","AT",47.516231,14.550072,3
"252","http://www.skiresort.info/ski-resort/hochmoos-leutasch/",1.9,"hochmoos-leutasch",0,0,"Europe","Austria","Tyrol (Tirol)",1360,4,3,1,"32","European Euro","1,9",2.2,"2,7",0,"","","","","","","","","","","","AT",47.516231,14.550072,8
"253","http://www.skiresort.info/ski-resort/hochplett-oberaschau/",0,"hochplett-oberaschau",0,0,"Europe","Austria","Upper Austria (Oberosterreich)",759,1,0,0,"0","-","",0,"",0,"","","","","","","","","","","","AT",47.516231,14.550072,1
"254","http://www.skiresort.info/ski-resort/hochrindl-sirnitz/",2.4,"hochrindl-sirnitz",0,0,"Europe","Austria","Carinthia (Karnten)",1886,5.4,11.4,3.8,"33","European Euro","2,4",2.7,"2,3",0,"","","","","","","","","","","","AT",47.516231,14.550072,20
"255","http://www.skiresort.info/ski-resort/hochwechsellifts-moenichwald/",1.7,"hochwechsellifts-moenichwald",0,0,"Europe","Austria","Styria (Steiermark)",1300,1.5,4,0,"22","European Euro","1,7",1.7,"1,5",0,"","","","","","","","","","","","AT",47.516231,14.550072,5
"256","http://www.skiresort.info/ski-resort/hohentauern/",2.1,"hohentauern",0,0,"Europe","Austria","Styria (Steiermark)",1700,3,7,1,"34","European Euro","2,1",2.3,"1,5",0,"","","","","","","","","","","","AT",47.516231,14.550072,11
"257","http://www.skiresort.info/ski-resort/hohenzellerstrasse-ried-im-innkreis/",0,"hohenzellerstrasse-ried-im-innkreis",0,0,"Europe","Austria","Upper Austria (Oberosterreich)",464,0.1,0,0,"0","-","",0,"",0,"","","","","","","","","","","","AT",47.516231,14.550072,0
"258","http://www.skiresort.info/ski-resort/hoislifts-modriach-edelschrott/",1.7,"hoislifts-modriach-edelschrott",0,0,"Europe","Austria","Styria (Steiermark)",1230,5,1,0,"20","European Euro","1,7",1.7,"1,5",0,"","","","","","","","","","","","AT",47.516231,14.550072,6
"259","http://www.skiresort.info/ski-resort/holzmeisterlifts-sommeralm-st-kathrein-am-offenegg/",1.5,"holzmeisterlifts-sommeralm-st-kathrein-am-offenegg",0,0,"Europe","Austria","Styria (Steiermark)",1400,2,1,0,"20,50","European Euro","1,5",1.5,"1,5",0,"","","","","","","","","","","","AT",47.516231,14.550072,3
"260","http://www.skiresort.info/ski-resort/hotz-oberweng-spital-am-pyhrn/",0,"hotz-oberweng-spital-am-pyhrn",0,0,"Europe","Austria","Upper Austria (Oberosterreich)",900,2,0,0,"0","-","",0,"",0,"","","","","","","","","","","","AT",47.516231,14.550072,2
"261","http://www.skiresort.info/ski-resort/hrastlift-feistritz-an-der-gail/",1.1,"hrastlift-feistritz-an-der-gail",0,0,"Europe","Austria","Carinthia (Karnten)",660,0.5,0,0,"19","European Euro","1,1",1,"1,5",0,"","","","","","","","","","","","AT",47.516231,14.550072,0
"262","http://www.skiresort.info/ski-resort/huettegglift-weerberg/",1.3,"huettegglift-weerberg",0,0,"Europe","Austria","Tyrol (Tirol)",1500,1.5,0,0,"20","European Euro","1,3",1,"1,5",0,"","","","","","","","","","","","AT",47.516231,14.550072,1
"263","http://www.skiresort.info/ski-resort/huetten-bizau/",1.1,"huetten-bizau",0,0,"Europe","Austria","Vorarlberg",766,0.3,0,0,"0","-","1,1",1,"1,5",0,"","","","","","","","","","","","AT",47.516231,14.550072,0
"264","http://www.skiresort.info/ski-resort/jauerling-maria-laach-am-jauerling/",0,"jauerling-maria-laach-am-jauerling",0,0,"Europe","Austria","Lower Austria (Niederosterreich)",959,0.5,0,0,"18,50","European Euro","",0,"",0,"","","","","","","","","","","","AT",47.516231,14.550072,0
"265","http://www.skiresort.info/ski-resort/johnsbach-admont/",1.3,"johnsbach-admont",0,0,"Europe","Austria","Styria (Steiermark)",1005,1.2,0,0,"0","-","1,3",1,"1,5",0,"","","","","","","","","","","","AT",47.516231,14.550072,1
"266","http://www.skiresort.info/ski-resort/josefsberg-mitterbach-am-erlaufsee/",1.5,"josefsberg-mitterbach-am-erlaufsee",0,0,"Europe","Austria","Lower Austria (Niederosterreich)",1240,1.5,2,0.5,"22,50","European Euro","1,5",1.8,"1,5",0,"","","","","","","","","","","","AT",47.516231,14.550072,4
"267","http://www.skiresort.info/ski-resort/kaiserau-admont/",1.5,"kaiserau-admont",0,0,"Europe","Austria","Styria (Steiermark)",1370,2,1,0,"26","European Euro","1,5",1.5,"1,5",0,"","","","","","","","","","","","AT",47.516231,14.550072,3
"268","http://www.skiresort.info/ski-resort/kaiserlindenlift-gams-bei-hieflau/",1.2,"kaiserlindenlift-gams-bei-hieflau",0,0,"Europe","Austria","Styria (Steiermark)",650,0.8,0,0,"0","-","1,2",1,"1,5",0,"","","","","","","","","","","","AT",47.516231,14.550072,0
"269","http://www.skiresort.info/ski-resort/kaisers/",0,"kaisers",0,0,"Europe","Austria","Tyrol (Tirol)",1540,0.2,0,0,"0","-","",0,"",0,"","","","","","","","","","","","AT",47.516231,14.550072,0
"270","http://www.skiresort.info/ski-resort/karlift-heiterwang/",1.3,"karlift-heiterwang",0,0,"Europe","Austria","Tyrol (Tirol)",1233,2,0,0,"39","European Euro","1,3",1,"1,5",0,"","","","","","","","","","","","AT",47.516231,14.550072,2
"271","http://www.skiresort.info/ski-resort/katschwald-obdach/",1.1,"katschwald-obdach",0,0,"Europe","Austria","Styria (Steiermark)",1277,0.5,0,0,"23,50","European Euro","1,1",1,"1,5",0,"","","","","","","","","","","","AT",47.516231,14.550072,0
"272","http://www.skiresort.info/ski-resort/kesselmannlifte-faistenau/",1.2,"kesselmannlifte-faistenau",0,0,"Europe","Austria","Salzburg (Salzburger Land)",855,0.9,0,0,"10","European Euro","1,2",1,"1,4",0,"","","","","","","","","","","","AT",47.516231,14.550072,0
"273","http://www.skiresort.info/ski-resort/kienleitenlift-brandenberg/",1.1,"kienleitenlift-brandenberg",0,0,"Europe","Austria","Tyrol (Tirol)",958,0.4,0,0,"0","-","1,1",1,"1,5",0,"","","","","","","","","","","","AT",47.516231,14.550072,0
"274","http://www.skiresort.info/ski-resort/kinzenberg-taiskirchen-im-innkreis/",0,"kinzenberg-taiskirchen-im-innkreis",0,0,"Europe","Austria","Upper Austria (Oberosterreich)",506,0.3,0,0,"0","-","",0,"",0,"","","","","","","","","","","","AT",47.516231,14.550072,0
"275","http://www.skiresort.info/ski-resort/kirchbach-rappottenstein/",0,"kirchbach-rappottenstein",0,0,"Europe","Austria","Lower Austria (Niederosterreich)",750,0.7,0,0,"20","European Euro","",0,"",0,"","","","","","","","","","","","AT",47.516231,14.550072,0
"276","http://www.skiresort.info/ski-resort/kirchdorf/",2,"kirchdorf",0,1,"Europe","Austria","Tyrol (Tirol)",780,3,2,0,"29,50","European Euro","2,0",2,"3,0",3,"3,0","2,0","4,0","3,0","2,0","2,0","2,0","4,0","3,0","1,0","5,0","AT",47.516231,14.550072,5
"277","http://www.skiresort.info/ski-resort/kirchdorflift-doren/",0,"kirchdorflift-doren",0,0,"Europe","Austria","Vorarlberg",797,0,0.3,0.4,"0","-","",0,"",0,"","","","","","","","","","","","AT",47.516231,14.550072,0
"278","http://www.skiresort.info/ski-resort/kirchschlag-bei-linz/",1.5,"kirchschlag-bei-linz",0,0,"Europe","Austria","Upper Austria (Oberosterreich)",900,2,1,0,"18","European Euro","1,5",1.5,"1,5",0,"","","","","","","","","","","","AT",47.516231,14.550072,3
"279","http://www.skiresort.info/ski-resort/kleinlobming/",1.3,"kleinlobming",0,0,"Europe","Austria","Styria (Steiermark)",1000,0.2,0.8,0,"23","European Euro","1,3",1.3,"1,4",0,"","","","","","","","","","","","AT",47.516231,14.550072,1
"280","http://www.skiresort.info/ski-resort/kluglifte-hebalm-rettenbach-deutschlandsberg/",0,"kluglifte-hebalm-rettenbach-deutschlandsberg",0,0,"Europe","Austria","Styria (Steiermark)",1450,3,1,0,"20","European Euro","",0,"",0,"","","","","","","","","","","","AT",47.516231,14.550072,4
"281","http://www.skiresort.info/ski-resort/knittellifte-elbigenalp/",1.3,"knittellifte-elbigenalp",0,0,"Europe","Austria","Tyrol (Tirol)",1140,1.5,0.5,0,"19,40","European Euro","1,3",1.3,"1,3",0,"","","","","","","","","","","","AT",47.516231,14.550072,2
"282","http://www.skiresort.info/ski-resort/koenigsberg-hollenstein-an-der-ybbs/",2.2,"koenigsberg-hollenstein-an-der-ybbs",0,0,"Europe","Austria","Lower Austria (Niederosterreich)",1078,7,5,2,"25","European Euro","2,2",2.5,"1,4",0,"","","","","","","","","","","","AT",47.516231,14.550072,14
"283","http://www.skiresort.info/ski-resort/koenigswiesen/",0,"koenigswiesen",0,0,"Europe","Austria","Upper Austria (Oberosterreich)",690,0.5,0,0,"0","-","",0,"",0,"","","","","","","","","","","","AT",47.516231,14.550072,0
"284","http://www.skiresort.info/ski-resort/koetschach-mauthen-vorhegg/",2,"koetschach-mauthen-vorhegg",0,0,"Europe","Austria","Carinthia (Karnten)",1300,5,2,0,"32","European Euro","2,0",2,"2,7",0,"","","","","","","","","","","","AT",47.516231,14.550072,7
"285","http://www.skiresort.info/ski-resort/kohleck-waldzell/",1.2,"kohleck-waldzell",0,0,"Europe","Austria","Upper Austria (Oberosterreich)",750,0.5,0.3,0,"15,50","European Euro","1,2",1.2,"1,5",0,"","","","","","","","","","","","AT",47.516231,14.550072,0
"286","http://www.skiresort.info/ski-resort/kolsassberg/",1.3,"kolsassberg",0,0,"Europe","Austria","Tyrol (Tirol)",810,1.5,0,0,"18","European Euro","1,3",1,"1,5",0,"","","","","","","","","","","","AT",47.516231,14.550072,1
"287","http://www.skiresort.info/ski-resort/konradshuettle-vils/",1.3,"konradshuettle-vils",0,0,"Europe","Austria","Tyrol (Tirol)",1102,1,0,0,"0","-","1,3",1,"1,5",0,"","","","","","","","","","","","AT",47.516231,14.550072,1
"288","http://www.skiresort.info/ski-resort/koralpe/",2.6,"koralpe",0,0,"Europe","Austria","Carinthia (Karnten)",2070,10,11,3,"33","European Euro","2,6",2.9,"3,4",0,"","","","","","","","","","","","AT",47.516231,14.550072,24
"289","http://www.skiresort.info/ski-resort/kraehenberg-sibratsgfaell/",1.3,"kraehenberg-sibratsgfaell",0,0,"Europe","Austria","Vorarlberg",1100,1,1,0,"0","-","1,3",1.3,"1,5",0,"","","","","","","","","","","","AT",47.516231,14.550072,2
"290","http://www.skiresort.info/ski-resort/krinnenalpe-nesselwaengle/",2.3,"krinnenalpe-nesselwaengle",0,0,"Europe","Austria","Tyrol (Tirol)",1671,5,7,1,"37","European Euro","2,3",2.5,"2,5",0,"","","","","","","","","","","","AT",47.516231,14.550072,13
"291","http://www.skiresort.info/ski-resort/krippenstein-obertraun/",2.4,"krippenstein-obertraun",0,0,"Europe","Austria","Upper Austria (Oberosterreich)",2109,5,7,0,"39,50","European Euro","2,4",2.4,"2,5",0,"","","","","","","","","","","","AT",47.516231,14.550072,12
"292","http://www.skiresort.info/ski-resort/kroessbach/",1.1,"kroessbach",0,0,"Europe","Austria","Tyrol (Tirol)",1168,0.4,0,0,"15","European Euro","1,1",1,"1,5",0,"","","","","","","","","","","","AT",47.516231,14.550072,0
"293","http://www.skiresort.info/ski-resort/kronberg-st-georgen-im-attergau/",1.3,"kronberg-st-georgen-im-attergau",0,0,"Europe","Austria","Upper Austria (Oberosterreich)",680,0.5,0.5,0,"15","European Euro","1,3",1.3,"1,5",0,"","","","","","","","","","","","AT",47.516231,14.550072,1
"294","http://www.skiresort.info/ski-resort/laerchenhof-erpfendorf/",1.3,"laerchenhof-erpfendorf",0,0,"Europe","Austria","Tyrol (Tirol)",789,0.5,0.5,0,"25","European Euro","1,3",1.3,"1,5",0,"","","","","","","","","","","","AT",47.516231,14.550072,1
"295","http://www.skiresort.info/ski-resort/lainach-rangersdorf/",1.1,"lainach-rangersdorf",0,0,"Europe","Austria","Carinthia (Karnten)",950,0.3,0,0,"0","-","1,1",1,"1,5",0,"","","","","","","","","","","","AT",47.516231,14.550072,0
"296","http://www.skiresort.info/ski-resort/lammeralm-langenwang/",1.9,"lammeralm-langenwang",0,0,"Europe","Austria","Styria (Steiermark)",1230,2.9,3.7,2.2,"29","European Euro","1,9",2.3,"2,7",0,"","","","","","","","","","","","AT",47.516231,14.550072,8
"297","http://www.skiresort.info/ski-resort/lammertallift-annaberg-lungoetz/",1.3,"lammertallift-annaberg-lungoetz",0,0,"Europe","Austria","Salzburg (Salzburger Land)",1000,1.4,0,0,"18","European Euro","1,3",1,"1,5",0,"","","","","","","","","","","","AT",47.516231,14.550072,1
"298","http://www.skiresort.info/ski-resort/lana-lift-anras/",1.3,"lana-lift-anras",0,0,"Europe","Austria","Tyrol (Tirol)",1360,0.5,0.5,0,"0","-","1,3",1.3,"1,5",0,"","","","","","","","","","","","AT",47.516231,14.550072,1
"299","http://www.skiresort.info/ski-resort/langkampfen/",1,"langkampfen",0,0,"Europe","Austria","Tyrol (Tirol)",543,0.2,0,0,"0","-","1,0",1,"1,0",0,"","","","","","","","","","","","AT",47.516231,14.550072,0
"300","http://www.skiresort.info/ski-resort/lechnerberg/",1.3,"lechnerberg",0,0,"Europe","Austria","Salzburg (Salzburger Land)",835,1,0.5,0,"39","European Euro","1,3",1.3,"1,5",0,"","","","","","","","","","","","AT",47.516231,14.550072,1
"301","http://www.skiresort.info/ski-resort/lengau/",1.1,"lengau",0,0,"Europe","Austria","Salzburg (Salzburger Land)",1193,0.3,0,0,"10,50","European Euro","1,1",1,"1,5",0,"","","","","","","","","","","","AT",47.516231,14.550072,0
"302","http://www.skiresort.info/ski-resort/lessach/",1.3,"lessach",0,0,"Europe","Austria","Salzburg (Salzburger Land)",1410,1,0,0,"0","-","1,3",1,"1,5",0,"","","","","","","","","","","","AT",47.516231,14.550072,1
"303","http://www.skiresort.info/ski-resort/liebenau/",1.3,"liebenau",0,0,"Europe","Austria","Upper Austria (Oberosterreich)",1004,1,0,0,"17","European Euro","1,3",1,"1,4",0,"","","","","","","","","","","","AT",47.516231,14.550072,1
"304","http://www.skiresort.info/ski-resort/maiszinken-lunz-am-see/",1.5,"maiszinken-lunz-am-see",0,0,"Europe","Austria","Lower Austria (Niederosterreich)",1030,2,2,0.5,"19","European Euro","1,5",1.8,"1,5",0,"","","","","","","","","","","","AT",47.516231,14.550072,4
"305","http://www.skiresort.info/ski-resort/maria-schmolln/",0,"maria-schmolln",0,0,"Europe","Austria","Upper Austria (Oberosterreich)",553,0.2,0,0,"0","-","",0,"",0,"","","","","","","","","","","","AT",47.516231,14.550072,0
"306","http://www.skiresort.info/ski-resort/mathon/",1.3,"mathon",0,0,"Europe","Austria","Tyrol (Tirol)",1490,1,0,0,"21","European Euro","1,3",1,"1,5",0,"","","","","","","","","","","","AT",47.516231,14.550072,1
"307","http://www.skiresort.info/ski-resort/millruette-goetzis/",1.3,"millruette-goetzis",0,0,"Europe","Austria","Vorarlberg",1150,1,0,0,"9","European Euro","1,3",1,"1,0",0,"","","","","","","","","","","","AT",47.516231,14.550072,1
"308","http://www.skiresort.info/ski-resort/mitteldorflift-doellach-grosskirchheim/",1.2,"mitteldorflift-doellach-grosskirchheim",0,0,"Europe","Austria","Carinthia (Karnten)",1145,0.6,0,0,"9","European Euro","1,2",1,"1,5",0,"","","","","","","","","","","","AT",47.516231,14.550072,0
"309","http://www.skiresort.info/ski-resort/moenchdorf-koenigswiesen/",0,"moenchdorf-koenigswiesen",0,0,"Europe","Austria","Upper Austria (Oberosterreich)",700,1,0,0,"0","-","",0,"",0,"","","","","","","","","","","","AT",47.516231,14.550072,1
"310","http://www.skiresort.info/ski-resort/moosberglift-weissenbach-am-lech/",1.2,"moosberglift-weissenbach-am-lech",0,0,"Europe","Austria","Tyrol (Tirol)",1050,0.7,0,0,"0","-","1,2",1,"1,5",0,"","","","","","","","","","","","AT",47.516231,14.550072,0
